fact_checking_canonical,claim_canonical,is_matched
http://www.snopes.com/target-american-flag-removal/,http://nationalreport.net/target-discontinue-sale-holy-bible/,u
http://www.snopes.com/target-american-flag-removal/,http://nationalreport.net/target-discontinue-sales-american-flag/,t
http://www.snopes.com/target-holy-bible-ban/,http://nationalreport.net/target-discontinue-sales-american-flag/,u
http://www.snopes.com/target-holy-bible-ban/,http://nationalreport.net/target-discontinue-sale-holy-bible/,t
http://www.snopes.com/texas-vote-switching/,http://www.infowars.com/texas-county-switches-to-paper-ballots-after-electronic-voting-glitches/,u
http://www.snopes.com/three-million-votes-in-presidential-election-cast-by-illegal-aliens/,http://www.infowars.com/report-three-million-votes-in-presidential-election-cast-by-illegal-aliens/,t
http://www.snopes.com/three-syrian-refugees-assault-5-year-old-girl-at-knifepoint/,http://www.nowtheendbegins.com/idaho-town-covers-up-rape-of-little-girl-at-knifepoint-by-three-syrian-muslim-refugees/,t
http://www.snopes.com/three-syrian-refugees-assault-5-year-old-girl-at-knifepoint/,http://www.infowars.com/report-three-syrian-refugees-rape-little-girl-at-knifepoint-in-idaho/,t
http://www.snopes.com/tim-kaine-white-people-minority/,http://www.infowars.com/hillarys-vp-whites-must-become-a-minority-to-atone-for-racism/,t
http://www.snopes.com/tom-hanks-backs-donald-trump-for-president/,http://americannews.com/tom-hanks-backs-donald-trump-destroys-hollywood-libs-who-criticize-him-with-these-9-heroic-words/,t
http://www.snopes.com/transgender-shot-death-restroom/,http://beforeitsnews.com/tea-party/2016/05/transgender-woman-shot-to-death-in-department-store-restroom-2572011.html,t
http://www.snopes.com/trump-refuse-salary/,http://www.nowtheendbegins.com/donald-trump-takes-lead-strong-performance-third-presidential-debate/,f
http://www.snopes.com/trump-won-3084-of-3141-counties-clinton-won-57/,http://www.infowars.com/snopes-fact-checker-accused-of-fraud-for-prostitute-embezzlement-scheme/,f
http://www.snopes.com/un-official-john-ashe-killed-the-day-before-he-was-to-testify-against-hillary-clinton/,http://www.infowars.com/video-slayer-frontman-defends-2nd-amendment-in-epic-rant/,f
http://www.snopes.com/un-troops-americans-guns/,http://www.thedailysheeple.com/where-is-the-proof-that-un-soldiers-are-on-american-soil-oh-right-here_082012,t
http://www.snopes.com/un-vehicles-in-southern-states/,http://www.infowars.com/alex-jones-message-to-those-who-want-donald-trump-killed/,f
http://www.snopes.com/u-s-caught-repainting-fighter-jets-to-russian-colors/,http://www.hangthebankers.com/us-jets-painted-russian-colors-false-flag-ww3/,t
http://www.snopes.com/white-house-cancels-all-obama-appearances/,http://www.redflagnews.com/headlines-2016/white-house-cancels-all-obama-appearances-at-hillary-campaign-events-,t
http://www.snopes.com/white-house-logo-change/,http://www.redflagnews.com/headlines-2016/-outrage-what-obama-just-did-to-the-white-house-logo-will-make-you-sick,t
http://www.snopes.com/woman-runs-husband-down-with-suv-because-he-voted-for-trump/,http://worldnewsdailyreport.com/woman-runs-over-her-husband-with-an-suv-after-learning-he-voted-for-trump/,t
http://www.snopes.com/woman-runs-husband-down-with-suv-because-he-voted-for-trump/,http://worldtruth.tv/woman-runs-over-her-husband-with-an-suv-after-learning-he-voted-for-trump/,t
http://www.snopes.com/zoo-employee-alligator/,http://worldnewsdailyreport.com/florida-zoo-employee-killed-while-attempting-to-rape-alligator/,t
